Images,Labels
artifacts/data_ingestion/data/dataset\snow\1042.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0614.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4360.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0785.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1569.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6703.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1615.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3799.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4568.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4921.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5503.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2139.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2398.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0272.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0423.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1244.jpg,snow
artifacts/data_ingestion/data/dataset\snow\0848.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3086.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3831.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3133.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4430.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4268.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6231.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0304.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2805.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3822.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2285.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5018.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4421.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3609.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2315.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2480.jpg,dew
artifacts/data_ingestion/data/dataset\rain\137.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0631.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4539.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6214.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4290.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2850.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5306.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3813.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6524.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0586.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3373.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3449.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0173.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\2201.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4411.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1041.jpg,snow
artifacts/data_ingestion/data/dataset\snow\0868.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3107.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0360.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3953.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6264.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5511.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3466.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0517.jpg,hail
artifacts/data_ingestion/data/dataset\snow\0920.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3298.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5242.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1953.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0755.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0611.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0183.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1946.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4161.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1458.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5324.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0019.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0740.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3976.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1225.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1086.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6519.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6138.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3651.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1040.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0744.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0338.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5845.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0768.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5365.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5795.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4655.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3937.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1233.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2236.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1215.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1220.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0055.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6266.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3158.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\2019.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\2949.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0627.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3776.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6575.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3643.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1364.jpg,rain
artifacts/data_ingestion/data/dataset\rime\4960.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1667.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1528.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1665.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4537.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\2973.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1810.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3332.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2868.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3794.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0902.jpg,snow
artifacts/data_ingestion/data/dataset\rime\6027.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0457.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3869.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2000.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0531.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0227.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6507.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1038.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1399.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2300.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1164.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0101.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6725.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0209.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0818.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\1179.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\1999.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5879.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2543.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6583.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6557.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2625.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3048.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3882.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2181.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5792.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6324.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5381.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1995.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2039.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3320.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4238.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\4042.jpg,frost
artifacts/data_ingestion/data/dataset\rime\6067.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1706.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5726.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0771.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0738.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6316.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2277.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3209.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2291.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2561.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3991.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3246.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4730.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1708.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1932.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\4048.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6134.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\1891.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2334.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1570.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1185.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0480.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1559.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0733.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5830.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\1884.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3560.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1078.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0701.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\6005.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3830.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2879.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2281.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2057.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0279.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6194.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0090.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6232.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0356.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3837.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2049.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0086.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0551.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3401.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5002.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3849.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3071.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\4984.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4124.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3922.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6702.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1650.jpg,rain
artifacts/data_ingestion/data/dataset\rain\119.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6207.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5264.jpg,rime
artifacts/data_ingestion/data/dataset\lightning\2172.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6301.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5276.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4116.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3895.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1343.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6284.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1150.jpg,rain
artifacts/data_ingestion/data/dataset\rain\143.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3628.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1423.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3515.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6340.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4097.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1116.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\1905.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4594.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1015.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0603.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1502.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1734.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5631.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1366.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6349.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1205.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0687.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3464.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\2952.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5876.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6156.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0089.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0008.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6554.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1518.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3686.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6683.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6677.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5409.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1757.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0005.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3551.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4077.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1264.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4620.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3777.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1330.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3596.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3581.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3585.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4607.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0528.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1767.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0726.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3073.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2832.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3268.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1249.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2536.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0009.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4324.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4130.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4129.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3624.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4415.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5491.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6243.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5359.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1420.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2044.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\1849.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1456.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4670.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0770.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0592.jpg,rainbow
artifacts/data_ingestion/data/dataset\dew\2569.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4841.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1069.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3451.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4601.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2577.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3240.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0483.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3265.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0223.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0093.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0428.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3065.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3289.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0817.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\0897.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0425.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6663.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0263.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1997.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3855.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4309.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5867.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1677.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6454.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3639.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6563.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1547.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5667.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0665.jpg,rainbow
artifacts/data_ingestion/data/dataset\rime\5899.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6173.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6393.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1657.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3993.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4603.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0863.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2220.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2512.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1680.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4159.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0346.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\2925.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1689.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4406.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0837.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4860.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2385.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2151.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3848.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4148.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6150.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1055.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2064.jpg,lightning
